102.571161	11.516979	119.446067	12.923221	103.977403	28.391885	119.446067	30.501248	
239.509421	107.062725	222.010117	106.793505	229.817499	125.638910	245.701483	127.523450	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
214.471955	88.217320	220.664016	98.716903	228.740618	79.871498	222.279337	70.718016	
249.259946	168.303243	250.941189	174.748008	262.709889	170.264693	261.028646	162.979307	
266.352582	222.663429	255.144296	222.383222	255.144296	229.668608	266.352582	230.229022	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
255.956800	233.318368	253.204779	239.322779	262.461579	240.823882	264.963417	233.818736	
256.562512	323.205635	259.315995	332.842826	267.576444	330.089343	265.281874	321.369980	
390.833529	263.379890	385.539129	265.497650	388.927545	269.944946	393.163065	267.827186	
