100.461798	91.672784	115.930462	93.079026	101.164919	105.032085	118.039825	107.844569	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
204.523720	132.378769	209.311247	135.171492	212.901891	128.788124	207.316444	124.000598	
219.285260	207.782307	220.083181	214.963597	224.471746	214.564636	225.668628	208.580228	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
240.803112	313.121465	245.281876	317.973459	250.507101	310.508852	247.521258	305.283627	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
286.337215	242.954158	287.083676	236.982472	279.992299	237.355703	279.619069	242.580928	
