84.482648	174.920396	98.198326	192.064992	109.342314	184.349924	98.198326	162.919178	
225.526423	181.016073	216.434009	196.170097	232.453977	198.767929	239.814503	183.613905	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
256.875038	216.328543	267.210081	223.218572	268.588087	210.127517	258.253044	200.136975	
343.344900	267.659258	348.167921	270.415270	348.856924	262.491737	342.655898	260.080227	
397.823068	287.779207	392.803193	294.137715	398.492385	294.807032	404.516235	288.113865	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
