68.118227	154.250562	89.914981	152.141199	84.993134	135.266292	64.602622	138.781898	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
222.101748	157.766167	211.554931	166.203620	222.101748	169.719226	229.132959	163.391136	
183.430087	171.125468	193.976904	169.719226	187.648814	161.281773	178.508240	162.688015	
232.648564	178.859800	242.492260	188.000375	249.523471	179.562921	238.976654	171.125468	
336.007366	233.703246	324.757428	240.031336	333.194881	244.250062	343.038577	239.328215	
384.522722	315.968414	374.679026	316.671536	376.788390	322.296504	385.928964	323.702747	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
