104.680524	95.891511	119.446067	96.594632	118.742946	86.047815	105.383645	83.938452	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
222.804869	150.031835	209.445568	157.063046	218.586142	161.281773	229.132959	157.766167	
205.532320	158.333637	211.002929	157.492005	208.898849	148.234052	202.165792	147.392420	
227.181596	177.204739	231.483262	187.763374	239.304473	181.506405	233.829625	169.774588	
285.379269	255.974939	273.206472	257.847677	276.483764	261.593153	286.783823	261.124969	
298.488436	342.120889	290.061114	341.652704	290.061114	348.675472	298.956620	350.080026	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
