153.212577	52.411170	140.829112	37.055673	124.482938	44.981091	134.885048	59.345910	
231.971416	68.262005	226.522691	53.401847	204.232454	65.289974	217.111258	71.729376	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
232.962093	142.562797	242.373527	141.572120	242.868865	135.628056	231.476077	137.609411	
234.943448	220.330959	243.364204	219.340281	243.177688	215.218193	234.578059	216.890343	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
247.238623	256.783065	257.032645	255.588672	257.510402	250.333343	245.805352	251.049979	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
301.621528	188.670566	310.381134	186.887082	305.485137	180.167086	296.173143	182.951085	
