103.059543	84.690736	93.313297	73.224564	80.700508	86.410662	92.166680	104.756536	
209.185840	70.738698	198.288391	58.850572	186.400264	75.692084	199.774406	80.150132	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
274.322867	138.765201	280.927382	130.096775	276.925688	123.721584	268.899368	135.474410	
332.823274	220.897388	338.556360	213.157722	335.403163	208.284599	328.523460	214.590993	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
363.208629	251.856051	369.515023	246.122965	365.215209	240.963188	358.908815	248.416199	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
366.451262	169.590856	365.460585	159.684084	360.011860	153.244682	359.516522	167.609502	
