132.102247	60.032335	148.977154	51.594881	136.320974	37.532459	120.149189	44.563670	
237.570412	94.485268	217.179900	87.454057	214.367416	102.922722	236.164170	109.250811	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
231.242322	123.313233	238.976654	125.422597	241.086017	115.578901	235.461049	112.766417	
254.445318	206.281523	255.148439	215.422097	261.476529	213.312734	262.882772	204.172160	
291.710737	301.202871	283.976404	299.796629	283.976404	305.421598	291.007615	308.234082	
310.404042	407.270857	298.723534	407.270857	297.729448	414.477979	311.646649	414.229457	
269.210861	259.718727	271.320225	267.453059	277.648315	268.859301	276.945194	259.718727	
271.320225	346.202622	271.320225	353.233833	278.351436	353.936954	277.648315	346.202622	
327.569913	169.719226	336.007366	169.719226	334.601124	160.578652	326.163670	160.578652	
