158.682150	74.145030	173.533266	73.002637	169.534888	57.580325	155.254970	58.151521	
227.796957	97.564097	245.504057	92.423327	235.222515	81.570588	216.944219	88.424949	
268.802256	125.871152	263.957803	115.028806	247.578940	115.951559	254.960963	126.793905	
255.653028	166.702965	266.264686	156.552684	268.802256	147.094467	254.038210	154.707178	
305.943058	302.347633	307.557875	292.197352	302.021358	280.432253	297.407594	300.040751	
335.240461	340.411188	338.239407	330.952971	326.704997	324.263013	326.935685	333.721230	
330.165320	378.013366	331.088073	369.477903	322.783297	364.864138	323.475362	375.014420	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
337.402065	133.583495	330.673658	124.548207	323.176291	127.047329	328.366776	132.430054	
