81.009387	95.909341	95.633453	89.262038	91.645071	76.233325	78.084574	81.817059	
191.354612	85.805441	173.273948	77.296893	161.042912	91.389175	179.123575	98.568262	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
239.564461	150.772301	246.364127	136.824269	240.610564	125.142792	232.067394	140.834328	
353.203687	269.880280	362.911392	269.355539	361.599540	255.712278	352.941316	255.712278	
394.395841	290.869913	394.395841	283.785912	385.475247	284.835393	385.475247	289.820431	
402.266953	332.062067	400.430360	324.978066	391.509766	325.502807	392.821618	332.586808	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
