179.560155	63.966992	172.826573	53.492530	158.611232	56.485234	169.085694	69.952398	
309.318061	38.225815	303.621478	31.715434	296.297300	37.412017	303.214579	43.108600	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
293.042109	41.887904	297.111097	40.667208	297.924895	31.308536	292.228312	30.087839	
323.152619	48.805183	328.442304	47.177588	324.373316	39.853410	319.490530	42.294803	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
375.642563	75.253604	379.711550	78.508795	384.594336	70.777718	378.490854	67.115629	
396.801299	118.384875	399.242692	122.453863	404.939275	114.722786	402.090983	109.026203	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
