81.477528	123.313233	94.133708	121.906991	85.696255	139.485019	71.633833	136.672534	
120.149189	112.766417	112.414856	128.235081	127.883521	127.531960	137.024095	114.875780	
247.414107	112.063296	240.382896	121.203870	251.632834	121.906991	260.070287	114.172659	
261.476529	127.531960	272.726467	127.531960	274.835830	121.203870	264.289014	116.282022	
365.538452	187.297253	375.382147	194.328464	378.194632	186.594132	369.054057	178.859800	
399.288265	200.656554	393.663296	208.390886	401.397628	212.609613	407.022597	204.172160	
461.162921	241.437578	453.428589	246.359426	459.053558	252.687516	466.084769	248.468789	
418.975655	225.265793	426.709988	228.781398	430.225593	223.156429	421.788140	218.937703	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
