133.508489	35.423096	146.164669	36.829338	136.320974	47.376155	149.680275	48.079276	
184.836330	46.673034	198.195630	45.266792	184.133208	66.360424	198.195630	64.954182	
227.726717	99.407116	217.179900	101.516479	221.398627	107.844569	229.132959	107.141448	
229.132959	125.422597	234.757928	133.860050	240.382896	129.641323	236.164170	118.391386	
248.820350	178.859800	250.929713	189.406617	257.257803	185.891011	255.851561	175.344195	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
241.442583	304.051337	241.442583	311.232626	248.623872	312.030547	249.820754	304.450297	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
