82.883770	57.922971	79.368165	68.469788	92.024345	69.172909	96.243071	59.329213	
178.508240	64.251061	165.852060	69.172909	175.695755	76.907241	189.055056	73.391635	
203.117478	86.047815	189.055056	93.079026	194.680025	98.000874	208.039326	90.266542	
193.273783	95.188390	200.304994	99.407116	207.336205	88.860300	200.304994	83.235331	
219.289263	124.719476	223.507990	131.750687	232.648564	127.531960	230.539201	119.797628	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
235.461049	197.140949	238.976654	206.281523	246.710986	202.062797	245.304744	193.625343	
254.445318	243.546941	259.367166	249.171910	266.398377	245.656305	262.882772	237.921973	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
